"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_genus_notes","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","sample_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","gene_targets_simplified","euthanasia","euthanasia_simplified","method_specific_simplified","virus_genus_simplified","spec","species_for_reader"
"683",807,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,30,16,0.533333,"Miniopterus australis","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","far-north Queensland","","NA","NA","","2006","",2009,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Miniopterus australis"
"684",808,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,124,80,0.645161,"Miniopterus australis","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","south-east Queensland","","NA","NA","","2006","",2009,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Miniopterus australis"
"685",809,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,1,1,1,"Miniopterus australis","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","Western Australia","","NA","NA","","2000","",2002,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Miniopterus australis"
"686",810,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,56,26,0.464286,"Miniopterus schreibersii","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","Northern Territory","","NA","NA","","2006","",2009,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Miniopterus schreibersii"
"687",811,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,211,145,0.687204,"Miniopterus schreibersii","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","south-east Queensland","","NA","NA","","2006","",2009,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Miniopterus schreibersii"
"688",812,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,4,2,0.5,"Chaerephon jobensis","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","Western Australia","","NA","NA","","2000","",2002,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Chaerephon jobensis"
"689",813,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,41,40,0.97561,"Mormopterus beccarii","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","south-east Queensland","","NA","NA","","2006","",2009,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Mormopterus beccarii"
"690",814,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,4,2,0.5,"Chalinolobus spp","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","Western Australia","","NA","NA","","2000","",2002,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Chalinolobus"
"691",815,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,31,18,0.580645,"Myotis macropus","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","far-north Queensland","","NA","NA","","2006","",2009,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Myotis macropus"
"692",816,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,4,4,1,"Scotophilus spp","betacoronavirus","","Sarbecovirus","","","single","cross-sectional","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Malaysia","N","","","NA","NA","1999","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Scotophilus"
"693",817,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,24,24,1,"Scotorepens spp","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","south-east Queensland","","NA","NA","","2006","",2009,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Scotorepens"
"694",818,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,1,0,0,"Scotorepens spp","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","Western Australia","","NA","NA","","2000","",2002,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Scotorepens"
"695",819,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,1,0,0,"Vespadelus finlaysoni","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","Western Australia","","NA","NA","","2000","",2002,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Vespadelus finlaysoni"
"696",820,"coronavirus infection and diversity in bats in the australasian region","Smith et al.","Ecohealth",2016,31,5,0.16129,"Vespadelus troughtoni","betacoronavirus","","Sarbecovirus","","","pooled","longitudinal","antibody","""SARS coronavirus crude antigen ELISA (Yu, 2008)""","","NA",NA,"serum","Australia","S","far-north Queensland","","NA","NA","","2006","",2009,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","blood or serum","sera","1","1","1","1",NA,NA,"NA","Yes, BUT for previous study or rabies surveillance","Yes","ELISA","betacoronavirus",1,"Vespadelus troughtoni"
"697",831,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,0,0,"Eptesicus hottentotus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","North West","Taung","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Eptesicus hottentotus"
"698",832,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,11,0,0,"Epomophorus wahlbergi","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","KwaZulu Natal"," Amanzimtoti, Durban, Rocktail Bay (St. Lucia), Woodhurst (Chatsworth)","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Epomophorus wahlbergi"
"699",833,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Epomophorus gambianus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Epomophorus gambianus"
"700",834,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Glauconycteris variegata","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","KwaZulu Natal","Rocktail Bay, St. Lucia","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Glauconycteris variegata"
"701",835,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,0,0,"Hipposideros caffer","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Hipposideros caffer"
"702",836,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,14,1,0.071429,"Miniopterus natalensis","alphacoronavirus","","","bat","Miniopterus-BtCoV Irene/SA/09","pooled","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S"," Gauteng, Limpopo, North West","Irene Caves (Gauteng, site of positive coronavirus), Peppercorn cave in Modimole (Limpopo), Venterskroon in Thabela thabeng (North West) ","NA","NA","2009","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Miniopterus natalensis"
"703",837,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,0,0,"Mops condylurus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Palaborwa","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Mops condylurus"
"704",838,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,1,0.5,"Mops midas","alphacoronavirus","","","bat","Mops-BtCoV1364/SA/11","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faecal swab","South Africa","S","Limpopo","Makhado,","NA","NA","2011","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","swab","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Mops midas"
"705",839,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Chaerephon spp","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Chaerephon"
"706",840,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,3,0,0,"Chaerephon pumilus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","KwaZulu Natal","Rocktail Bay, St. Lucia","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Chaerephon pumilus"
"707",841,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,4,0,0,"Tadarida aegyptiaca","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","North West","Taung","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Tadarida aegyptiaca"
"708",842,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,3,0,0,"Molossidae bats","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo, North West","Pafuri, Kruger National Park (Limpopo) and Kgaswane (North West)","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Mollosidae"
"709",843,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,10,1,0.1,"Neoromicia capensis","alphacoronavirus","","","bat","Neo-BtCoV167/SA/07","pooled","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","North West, Limpopo, Gauteng","Taung (North West, site of positive coronavirus), Pafuri, Kruger National Park (Limpopo), Free Me rehab (Gauteng)","NA","NA","2007","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","alphacoronavirus",1,"Neoromicia capensis"
"710",844,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,7,0,0,"Neuromicia nana","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Neoromicia nana"
"711",845,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,0,0,"Neuromicia helios","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Neoromicia helios"
"712",846,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Neoromicia zuluensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Neoromicia zuluensis"
"713",847,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,0,0,"Neoromicia spp","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Gauteng","Hennopspruit","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Neoromicia"
"714",848,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,7,0,0,"Nycticeinops schlieffenii","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Nycticeinops schlieffeni"
"715",849,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,0,0,"Nycteris thebaica","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","KwaZulu Natal","Rocktail Bay, St. Lucia","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Nycteris thebaica"
"716",850,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,5,0,0,"Rhinolophus denti","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","North West","Taung","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rhinolophus denti"
"717",851,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Rhinolophus capensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Labuschagne farm, Louis Trichard","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rhinolophus capensis"
"718",852,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Rhinolophus darlingi damarensis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","North West","Taung","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rhinolophus darlingi"
"719",853,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Rhinolophus landeri","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rhinolophus landeri"
"720",854,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,0,0,"Rhinolophus spp","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Makhado","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rhinolophus"
"721",855,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,3,0,0,"Rousettus aegyptiacus","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Rousettus aegyptiacus"
"722",856,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,9,0,0,"Scotophilus dinganii","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo, North West","Pafuri, Kruger National Park (Limpopo), Kgaswane (North West)","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Scotophilus dinganii"
"723",857,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,2,0,0,"Scotophilus leucogaster","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Scotophilus leucogaster"
"724",858,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,1,0,0,"Scotophilus viridis","alphacoronavirus or betacoronavirus","","","","","single","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo","Pafuri, Kruger National Park","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Scotophilus viridis"
"725",859,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,7,0,0,"Scotophilus spp","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","Limpopo, North West, KwaZulu Natal","Pafuri, Kruger National Park (Limpopo), Kgaswane (North West), Rocktail Bay, St. Lucia (KwaZulu Natal)","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Scotophilus"
"726",860,"coronaviruses in south african bats","Geldenhuys et al.","Vector Borne Zoonotic Dis",2013,4,0,0,"Insectivorous bat species","alphacoronavirus or betacoronavirus","","","","","pooled","cross-sectional","RNA","double heminested RT-PCR","multiple","RdRp",NA,"faeces or rectal tissue/swab","South Africa","S","North West, Limpopo"," Taung and Kgaswane (North West), Pafuri, Kruger National Park (Limpopo)","NA","NA","(post-2005)","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","pooled","1","1","1","1",NA,NA,"RdRp","Yes, BUT for previous study or rabies surveillance","Yes","PCR","genus not specified",1,"Drop"
"727",862,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016","Ali et al.","Eurosurveillance",2017,24,0,0,"Rousettous aegyptiacus","betacoronavirus","","Merbecovirus","","","single","cross-sectional","RNA","rtRT-PCR","single","UpE, Orf1a, RdRp, N",NA,"throat swab","Egypt","N","","","NA","NA","2015/2016","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","oropharyngeal","swab","1","1","1","1",NA,NA,"RdRp_Other","No","No","PCR","betacoronavirus",1,"Rousettus aegyptiacus"
